0,1.1251,0.622
1,0.7867,0.709
2,0.7874,0.730
3,0.7404,0.786
4,0.6345,0.781
5,0.5655,0.806
6,0.5433,0.837
7,0.5277,0.816
8,0.4990,0.837
9,0.4811,0.816
10,0.4219,0.832
11,0.3997,0.852
12,0.3779,0.888
13,0.4139,0.852
14,0.4145,0.883
15,0.3563,0.872
16,0.3806,0.852
17,0.3647,0.857
18,0.3461,0.878
19,0.3507,0.903
