1/b-b-bbc/5.5.1e3.5.5,-0.9997618794441223,1.0
2/b-b-bcc/5.5.1ed2.5.5,0.9995869398117065,-1.0
1/b-b-bbc/5.5.1edd1.5.5,-0.973415732383728,1.0
2/b-babc/5.5.1edd1.1c3.5,0.9812456965446472,-1.0
1/b-ba-bc/5.5.1eddd.1cd2.5,-0.8502604961395264,1.0
2/bba-bc/5.b4.beddd.1cd2.5,0.7643721699714661,-1.0
1/bb-b-bc/5.b4.beddd.1cd2.2c2,-0.7322757244110107,1.0
2/bb-bac/5.b4.beddd.dcd2.2c2,0.7552485466003418,-1.0
1/bb-bab/5.b4.beddd.dcde1.2c2,-0.8607578277587891,1.0
2/bb-bac/5.be3.beddd.dcde1.2c2,0.8139612078666687,-1.0
1/b-b-bac/1b3.be3.beddd.dcdeb.2c2,-0.7119789719581604,1.0
2/d-b-bac/1b3.bea2.beddd.dcdeb.2ca1,0.4320061206817627,-1.0
1/a-b-bac/1b3.beaa1.beddd.dcdeb.1acaa,-0.14455828070640564,1.0
2/a-baac/1b3.beaac.beddd.dcdeb.1acaa,0.10491207987070084,-1.0
1/a-baab/eb3.beaac.beddd.dcdeb.1acaa,0.0007255573873408139,1.0
2/a-bbab/ebc2.beaac.beddd.dcdeb.1acaa,0.06969396770000458,-1.0
1/a-bbaa/ebc2.beaac.beddd.dcdeb.eacaa,0.001632588799111545,1.0
2/aabaa/ebcb1.beaac.beddd.dcdeb.eacaa,0.12433061748743057,-1.0
1/aaaaa/ebcbc.beaac.beddd.dcdeb.eacaa,-0.1389632225036621,1.0
1/-dc-b-bb/5.5.4b.5.5,0.9996421933174133,-1.0
2/-dc-b-bc/5.5.4b.3e1.5,-0.9993404150009155,1.0
1/-ec-b-bc/5.5.4b.2ae1.5,0.9986345767974854,-1.0
2/-ec-bac/5.5.3db.2ae1.5,-0.8307355642318726,1.0
1/-ec-cac/5.5.2cdb.2ae1.5,0.8904955983161926,-1.0
2/-ec-cbc/5.5.2cdb.1dae1.5,-0.7630385160446167,1.0
