1/aaaaa/bceea.bbeac.aaccc.babed.deddd,-1
2/baaaa/bcee1.bbeac.aaccc.babed.deddd,1
1/baa-ba/bcee1.bbeac.aaccc.babed.1eddd,-1
2/baa-bb/bcee1.bbeac.aaccc.babed.2ddd,1
1/baa-cb/bcee1.bbeac.aaccc.babed.2dd1,-1
2/baaab/bcee1.bbeac.aaccc.babe1.3d1,1
1/b-caab/1cee1.bbeac.aaccc.1abe1.3d1,-1
2/d-caab/1cee1.bbeac.1accc.2be1.3d1,1
1/c-caab/1cee1.bbeac.2ccc.2be1.3d1,-1
2/c-baab/1cee1.1beac.2ccc.2be1.3d1,1
1/c-b-cab/1cee1.1bea1.2cc1.2be1.3d1,-1
2/cb-cab/1cee1.2ea1.2cc1.3e1.3d1,1
1/cb-c-bb/1cee1.2ea1.2cc1.3e1.5,-1
2/cba-bb/2ee1.2ea1.3c1.3e1.5,1
1/cba-b-c/5.3a1.3c1.3e1.5,-1
2/dba-b-c/5.5.3c1.3e1.5,1
1/db-b-b-c/5.5.5.3e1.5,-1
2/db-b-b-b/5.5.5.5.5,1
1/aaaaa/ecaaa.edcce.edebc.cadbd.bbadb,1
2/baaaa/ecaa1.edcce.edebc.cadbd.bbadb,-1
1/baaa-b/1caa1.edcce.edebc.cadbd.bbadb,1
2/baaaa/1caa1.edcc1.edebc.cadbd.bbadb,-1
1/b-caaa/1caa1.edcc1.edebc.cadbd.1bad1,1
2/b-cdaa/2aa1.edcc1.edeb1.1adbd.1bad1,-1
1/b-cda-c/2aa1.1dcc1.1deb1.1adbd.1bad1,1
2/b-cdb-c/2aa1.2cc1.1deb1.1adbd.1bad1,-1
1/b-cd-b-c/2aa1.2cc1.1deb1.1adb1.1ba2,1
2/d-cd-b-c/3a1.2cc1.1deb1.1adb1.1b3,-1
1/d-cc-b-c/3a1.3c1.1deb1.1adb1.1b3,1
2/d-bc-b-c/3a1.3c1.1deb1.1ad2.1b3,-1
1/c-bc-b-c/5.3c1.1deb1.1ad2.1b3,1
2/cac-b-c/5.3c1.1deb1.1ad2.5,-1
1/c-bc-b-c/5.3c1.1de2.1ad2.5,1
2/c-bcb-c/5.3c1.2e2.1a3.5,-1
1/b-bcb-c/5.3c1.2e2.5.5,1
2/b-bdb-c/5.5.2e2.5.5,-1
1/b-bdb-d/5.5.5.5.5,1
1/aaaaa/dabca.deacb.adcce.cbbbd.aeeed,-1
2/caaaa/dabc1.deacb.adcce.cbbbd.1eeed,1
1/ca-caa/dab2.deacb.adcce.1bbbd.1eeed,-1
2/ca-cab/dab2.deacb.adcce.1bbbd.2eed,1
1/c-b-cab/da3.deacb.adcce.1bbbd.2eed,-1
2/d-b-cab/da3.deacb.1dcce.1bbbd.2eed,1
1/d-b-c-cb/da3.1eacb.1dcce.1bbbd.2ee1,-1
2/d-b-cab/1a3.1eacb.1dcce.1bbb1.2ee1,1
1/d-b-ca-c/1a3.1eacb.1dcc1.1bbb1.5,-1
2/db-ca-c/1a3.1eac1.1dcc1.1bb2.5,1
1/cb-ca-c/5.1eac1.1dcc1.1bb2.5,-1
2/cbaa-c/5.1ea2.1dc2.1bb2.5,1
1/c-baa-c/5.1ea2.1dc2.5.5,-1
2/c-bba-c/5.1ea2.1d3.5.5,1
1/c-bb-b-c/5.1ea2.5.5.5,-1
2/d-bb-b-c/5.1e3.5.5.5,1
1/d-bb-b-d/5.5.5.5.5,-1
1/aaaaa/dcaac.bcaea.deeae.dcdbd.bbecb,-1
2/acaaa/dcaac.bcaea.deeae.dcdbd.1bec1,1
1/aca-ba/1caac.bcaea.deeae.dcdbd.1bec1,-1
2/ada-ba/1caac.1caea.deeae.dcdbd.1bec1,1
1/ad-c-ba/2aac.1caea.deeae.dcdbd.1be2,-1
2/ada-ba/2aa1.2aea.deeae.dcdbd.1be2,1
1/-cda-ba/2a2.2ae1.deeae.dcdbd.1be2,-1
2/-cdaba/2a2.2ae1.1eeae.1cdbd.1be2,1
1/-ccaba/2a2.2ae1.1eeae.1cdbd.2e2,-1
2/-ccaca/2a2.2ae1.1eeae.1cdb1.2e2,1
1/-ccac-d/2a2.2a2.2ea1.1cdb1.2e2,-1
2/-ccac-c/2a2.2a2.2ea1.1cdb1.5,1
1/-ecac-c/5.2a2.2e2.1cdb1.5,-1
2/-dcac-c/5.5.2e2.1cdb1.5,1
1/-dc-bc-c/5.5.2e2.2db1.5,-1
2/-dd-bc-c/5.5.2e2.2d2.5,1
1/-dd-bb-c/5.5.2e2.5.5,-1
2/-dd-bb-b/5.5.5.5.5,1
1/aaaaa/bdbdb.eadaa.edaca.cecbc.dcebe,1
2/aaaab/bdbdb.eadaa.edaca.cecbc.dceb1,-1
1/a-caab/bdbd1.eadaa.edaca.cecbc.dce2,1
2/b-caab/bdbd1.eada1.edaca.cecbc.dce2,-1
1/b-c-bab/bdbd1.eada1.edaca.cecb1.dce2,1
2/b-b-bab/1dbd1.eada1.edaca.cecb1.dce2,-1
1/b-b-baa/1dbd1.eada1.edaca.cecb1.dc3,1
2/b-b-bab/1dbd1.1ada1.edaca.cecb1.dc3,-1
1/b-b-b-bb/1db2.1ada1.edaca.cecb1.dc3,1
2/c-b-b-bb/1db2.1ad2.edaca.cecb1.dc3,-1
1/c-b-b-cb/2b2.1ad2.edaca.cecb1.dc3,1
2/d-b-b-cb/2b2.2d2.edaca.cecb1.dc3,-1
1/d-b-b-ca/2b2.2d2.1daca.cecb1.dc3,1
2/d-b-b-ba/2b2.2d2.1daca.cecb1.1c3,-1
1/c-b-b-ba/2b2.2d2.1dac1.cecb1.1c3,1
2/c-bb-ba/2b2.2d2.1da2.cecb1.5,-1
1/c-cb-ba/2b2.2d2.1da2.cec2.5,1
2/c-cd-ba/2b2.2d2.1da2.1e3.5,-1
